,UniProt ID,Site,Type
834,G3HNJ3,389,HexNAc
835,G3HNJ3,401,HexNAc
836,G3HNJ3,62,HexNAc
837,G3HNW8,63,HexNAc
838,G3HNW8,87,HexNAc
839,G3HNW8,98,HexNAc
840,G3HNW8,45,HexNAc
841,G3HNW8,52,HexNAc
842,G3HNW8,67,HexNAc
843,G3HNW8,72,HexNAc
844,G3HNW8,73,HexNAc
845,G3HNY2,160,HexNAc
846,G3HNY2,161,HexNAc
847,G3HP67,482,HexNAc
848,G3HP69,56,HexNAc
849,G3HP69,75,HexNAc
850,G3HP69,80,HexNAc
851,G3HP69,82,HexNAc
852,G3HP69,87,HexNAc
853,G3HP69,53,HexNAc
854,G3HP69,60,HexNAc
855,G3HP69,67,HexNAc
856,G3HPN4,10,HexNAc
857,G3HPQ5,477,HexNAc
858,G3HPT8,136,HexNAc
859,G3HPT8,297,HexNAc
860,G3HPT8,330,HexNAc
861,G3HPT8,37,HexNAc
862,G3HPT8,41,HexNAc
863,G3HPT8,481,HexNAc
864,G3HPT8,553,HexNAc
865,G3HPT8,77,HexNAc
866,G3HPT8,92,HexNAc
867,G3HPT8,101,HexNAc
868,G3HPT8,192,HexNAc
869,G3HPT8,228,HexNAc
870,G3HPT8,422,HexNAc
871,G3HPT8,430,HexNAc
872,G3HPT8,439,HexNAc
873,G3HPT8,448,HexNAc
874,G3HPT8,457,HexNAc
875,G3HPT8,466,HexNAc
876,G3HPT8,475,HexNAc
877,G3HPT8,484,HexNAc
878,G3HPT8,493,HexNAc
879,G3HPT8,59,HexNAc
880,G3HPT8,97,HexNAc
881,G3HPU1,71,HexNAc
882,G3HPU1,73,HexNAc
883,G3HPZ1,653,HexNAc
884,G3HPZ5,133,HexNAc
885,G3HPZ6,101,HexNAc
886,G3HPZ6,112,HexNAc
887,G3HPZ6,118,HexNAc
888,G3HPZ6,119,HexNAc
889,G3HPZ6,154,HexNAc
890,G3HPZ6,70,HexNAc
891,G3HPZ6,73,HexNAc
892,G3HPZ6,97,HexNAc
893,G3HPZ6,122,HexNAc
894,G3HPZ6,127,HexNAc
895,G3HPZ6,162,HexNAc
896,G3HPZ6,61,HexNAc
897,G3HPZ6,84,HexNAc
898,G3HPZ6,96,HexNAc
899,G3HPZ6,99,HexNAc
900,G3HQ69,473,HexNAc
901,G3HQ97,222,HexNAc
902,G3HQ97,246,HexNAc
903,G3HQ97,282,HexNAc
904,G3HQ97,304,HexNAc
905,G3HQ97,305,HexNAc
906,G3HQ97,360,HexNAc
907,G3HQ97,400,HexNAc
908,G3HQ97,194,HexNAc
909,G3HQ97,216,HexNAc
910,G3HQ97,229,HexNAc
911,G3HQ97,252,HexNAc
912,G3HQ97,275,HexNAc
913,G3HQ97,298,HexNAc
914,G3HQ97,302,HexNAc
915,G3HQ97,392,HexNAc
916,G3HQ97,396,HexNAc
917,G3HQ97,530,HexNAc
918,G3HQD5,740,HexNAc
919,G3HQD5,37,HexNAc
920,G3HQD5,38,HexNAc
921,G3HQD5,726,HexNAc
922,G3HQD5,739,HexNAc
923,G3HQH7,78,HexNAc
924,G3HQM6,391,HexNAc
925,G3HQM6,641,HexNAc
926,G3HQM6,675,HexNAc
927,G3HQM6,722,HexNAc
928,G3HQM6,732,HexNAc
929,G3HQN3,310,HexNAc
930,G3HQN3,307,HexNAc
931,G3HQR5,607,HexNAc
932,G3HQY3,72,HexNAc
933,G3HQY3,77,HexNAc
934,G3HR63,261,HexNAc
935,G3HR63,266,HexNAc
936,G3HR72,186,HexNAc
937,G3HR95,192,HexNAc
938,G3HR95,197,HexNAc
939,G3HR95,189,HexNAc
940,G3HR95,191,HexNAc
941,G3HR95,198,HexNAc
942,G3HR95,203,HexNAc
943,G3HR95,206,HexNAc
944,G3HR95,216,HexNAc
945,G3HRA3,526,HexNAc
946,G3HRA4,26,HexNAc
947,G3HRA4,36,HexNAc
948,G3HRA4,56,HexNAc
949,G3HRA4,59,HexNAc
950,G3HRA4,64,HexNAc
951,G3HRA4,67,HexNAc
952,G3HRA4,68,HexNAc
953,G3HRA4,19,HexNAc
954,G3HRA4,35,HexNAc
955,G3HRC8,56,HexNAc
956,G3HRF3,138,HexNAc
957,G3HRG8,232,HexNAc
958,G3HRG8,245,HexNAc
959,G3HRG8,219,HexNAc
960,G3HRG8,250,HexNAc
961,G3HRL0,11,HexNAc
962,G3HRL0,10,HexNAc
963,G3HRL0,4,HexNAc
964,G3HRL0,9,HexNAc
965,G3HRL5,217,HexNAc
966,G3HS71,454,HexNAc
967,G3HS71,458,HexNAc
968,G3HSC6,111,HexNAc
969,G3HSC6,115,HexNAc
970,G3HSC6,118,HexNAc
971,G3HSC6,73,HexNAc
972,G3HSC6,74,HexNAc
973,G3HSF3,11,HexNAc
974,G3HSF3,12,HexNAc
975,G3HSN4,603,HexNAc
976,G3HT87,9,HexNAc
977,G3HT98,163,HexNAc
978,G3HTC1,291,HexNAc
979,G3HTC1,298,HexNAc
980,G3HTC1,211,HexNAc
981,G3HTC1,299,HexNAc
982,G3HTC1,315,HexNAc
983,G3HTC1,368,HexNAc
984,G3HTE5,152,HexNAc
985,G3HTE5,74,HexNAc
986,G3HTI5,257,HexNAc
987,G3HTI5,260,HexNAc
988,G3HTI5,293,HexNAc
989,G3HTI5,315,HexNAc
990,G3HTI5,323,HexNAc
991,G3HTI5,324,HexNAc
992,G3HTI5,258,HexNAc
993,G3HTI5,290,HexNAc
994,G3HTI5,298,HexNAc
995,G3HTI5,314,HexNAc
996,G3HTI5,47,HexNAc
997,G3HTI5,60,HexNAc
998,G3HTI5,61,HexNAc
999,G3HTK1,15,HexNAc
1000,G3HTM8,78,HexNAc
1001,G3HTZ9,434,HexNAc
1002,G3HU02,344,HexNAc
1003,G3HU02,347,HexNAc
1004,G3HU02,352,HexNAc
1005,G3HU02,353,HexNAc
1006,G3HU02,360,HexNAc
1007,G3HU02,361,HexNAc
1008,G3HU02,610,HexNAc
1009,G3HU18,415,HexNAc
1010,G3HUI7,307,HexNAc
1011,G3HUI7,259,HexNAc
1012,G3HUI7,313,HexNAc
1013,G3HUI7,314,HexNAc
1014,G3HUQ1,475,HexNAc
1015,G3HUQ1,485,HexNAc
1016,G3HUQ1,557,HexNAc
1017,G3HUQ1,552,HexNAc
1018,G3HUQ1,553,HexNAc
1019,G3HUQ1,560,HexNAc
1020,G3HUQ1,564,HexNAc
1021,G3HUQ1,706,HexNAc
1022,G3HUQ9,94,HexNAc
1023,G3HUR5,153,HexNAc
1024,G3HUR5,156,HexNAc
1025,G3HUR5,199,HexNAc
1026,G3HUV7,116,HexNAc
1027,G3HUV7,400,HexNAc
1028,G3HUV7,422,HexNAc
1029,G3HUX2,163,HexNAc
1030,G3HV02,246,HexNAc
1031,G3HV02,108,HexNAc
1032,G3HVI4,128,HexNAc
1033,G3HVI4,129,HexNAc
1034,G3HVW6,27,HexNAc
1035,G3HVX5,34,HexNAc
1036,G3HVX5,25,HexNAc
1037,G3HVX5,31,HexNAc
1038,G3HVZ2,201,HexNAc
1039,G3HW34,1208,HexNAc
1040,G3HW34,1244,HexNAc
1041,G3HW34,1408,HexNAc
1042,G3HW34,1609,HexNAc
1043,G3HW34,446,HexNAc
1044,G3HW44,797,HexNAc
1045,G3HW54,531,HexNAc
1046,G3HW54,392,HexNAc
1047,G3HW54,393,HexNAc
1048,G3HW54,523,HexNAc
1049,G3HW54,535,HexNAc
1050,G3HWE4,314,HexNAc
1051,G3HWE4,316,HexNAc
1052,G3HWE4,332,HexNAc
1053,G3HWE4,334,HexNAc
1054,G3HWE4,380,HexNAc
1055,G3HWE4,299,HexNAc
1056,G3HWE4,309,HexNAc
1057,G3HWE4,322,HexNAc
1058,G3HWE4,338,HexNAc
1059,G3HWE4,346,HexNAc
1060,G3HWE4,349,HexNAc
1061,G3HWE4,351,HexNAc
1062,G3HWE4,598,HexNAc
1063,G3HWE7,39,HexNAc
1064,G3HWE7,67,HexNAc
1065,G3HWL7,605,HexNAc
1066,G3HWV8,696,HexNAc
1067,G3HWW4,375,HexNAc
1068,G3HWY2,201,HexNAc
1069,G3HWY2,58,HexNAc
1070,G3HWY2,202,HexNAc
1071,G3HWY2,72,HexNAc
1072,G3HX24,137,HexNAc
1073,G3HX24,127,HexNAc
1074,G3HX24,138,HexNAc
1075,G3HXA5,823,HexNAc
1076,G3HXL1,229,HexNAc
1077,G3HXM1,798,HexNAc
1078,G3HXM1,872,HexNAc
1079,G3HXN7,223,HexNAc
1080,G3HXU9,331,HexNAc
1081,G3HY12,138,HexNAc
1082,G3HY15,115,HexNAc
1083,G3HY34,291,HexNAc
1084,G3HY62,67,HexNAc
1085,G3HY62,70,HexNAc
1086,G3HYE4,206,HexNAc
1087,G3HYE4,211,HexNAc
1088,G3HYE4,218,HexNAc
1089,G3HYE4,92,HexNAc
1090,G3HYI3,463,HexNAc
1091,G3HYI3,444,HexNAc
1092,G3HYI3,445,HexNAc
1093,G3HYI3,452,HexNAc
1094,G3HYI3,461,HexNAc
1095,G3HYI7,75,HexNAc
1096,G3HYL8,49,HexNAc
1097,G3HYL8,50,HexNAc
1098,G3HYL8,51,HexNAc
1099,G3HYL8,75,HexNAc
1100,G3HYL8,78,HexNAc
1101,G3HYL8,160,HexNAc
1102,G3HYL8,168,HexNAc
1103,G3HYL8,61,HexNAc
1104,G3HYL8,64,HexNAc
1105,G3HYL8,76,HexNAc
1106,G3HYL8,79,HexNAc
1107,G3HYN0,42,HexNAc
1108,G3HYN0,52,HexNAc
1109,G3HYN0,44,HexNAc
1110,G3HYS9,252,HexNAc
1111,G3HYS9,86,HexNAc
1112,G3HYU5,311,HexNAc
1113,G3HYU5,301,HexNAc
1114,G3HYU5,308,HexNAc
1115,G3HZ28,101,HexNAc
1116,G3HZ57,830,HexNAc
1117,G3HZ92,71,HexNAc
1118,G3HZA3,635,HexNAc
1119,G3HZC9,526,HexNAc
1120,G3HZD1,118,HexNAc
1121,G3HZD1,1653,HexNAc
1122,G3HZD1,167,HexNAc
1123,G3HZK3,60,HexNAc
1124,G3HZK3,61,HexNAc
1125,G3HZX6,32,HexNAc
1126,G3HZX6,74,HexNAc
1127,G3HZX6,35,HexNAc
1128,G3HZX6,86,HexNAc
1129,G3HZY5,226,HexNAc
1130,G3I061,70,HexNAc
1131,G3I064,214,HexNAc
1132,G3I093,959,HexNAc
1133,G3I0N2,335,HexNAc
1134,G3I151,53,HexNAc
1135,G3I1H4,214,HexNAc
1136,G3I1H5,294,HexNAc
1137,G3I1H5,295,HexNAc
1138,G3I1V3,1131,HexNAc
1139,G3I1V3,1665,HexNAc
1140,G3I1V3,1666,HexNAc
1141,G3I1V3,2115,HexNAc
1142,G3I1V3,2145,HexNAc
1143,G3I1V3,2441,HexNAc
1144,G3I1V3,282,HexNAc
1145,G3I1V3,284,HexNAc
1146,G3I1V3,287,HexNAc
1147,G3I1V3,289,HexNAc
1148,G3I1V3,2099,HexNAc
1149,G3I1V3,2116,HexNAc
1150,G3I1V3,2164,HexNAc
1151,G3I1V3,2445,HexNAc
1152,G3I1V3,2446,HexNAc
1153,G3I1V3,2449,HexNAc
1154,G3I1V3,2454,HexNAc
1155,G3I1V3,283,HexNAc
1156,G3I1V3,291,HexNAc
1157,G3I1V3,295,HexNAc
1158,G3I1V3,302,HexNAc
1159,G3I1V3,733,HexNAc
1160,G3I225,190,HexNAc
1161,G3I231,27,HexNAc
1162,G3I231,29,HexNAc
1163,G3I278,1266,HexNAc
1164,G3I2H6,52,HexNAc
1165,G3I2J3,364,HexNAc
1166,G3I2J3,429,HexNAc
1167,G3I2J3,372,HexNAc
1168,G3I2J3,376,HexNAc
1169,G3I2J5,573,HexNAc
1170,G3I2J5,635,HexNAc
1171,G3I2M0,41,HexNAc
1172,G3I306,1124,HexNAc
1173,G3I3B6,102,HexNAc
1174,G3I3E6,238,HexNAc
1175,G3I3K5,76,HexNAc
1176,G3I3L5,124,HexNAc
1177,G3I3T4,717,HexNAc
1178,G3I3U5,117,HexNAc
1179,G3I3U5,26,HexNAc
1180,G3I3U5,39,HexNAc
1181,G3I3V5,86,HexNAc
1182,G3I403,11,HexNAc
1183,G3I412,107,HexNAc
1184,G3I412,124,HexNAc
1185,G3I412,258,HexNAc
1186,G3I412,336,HexNAc
1187,G3I413,38,HexNAc
1188,G3I437,1033,HexNAc
1189,G3I437,1274,HexNAc
1190,G3I437,1283,HexNAc
1191,G3I437,1286,HexNAc
1192,G3I437,1851,HexNAc
1193,G3I437,994,HexNAc
1194,G3I437,999,HexNAc
1195,G3I437,1026,HexNAc
1196,G3I437,1027,HexNAc
1197,G3I437,1034,HexNAc
1198,G3I437,1053,HexNAc
1199,G3I437,1054,HexNAc
1200,G3I437,1095,HexNAc
1201,G3I437,1255,HexNAc
1202,G3I437,1258,HexNAc
1203,G3I437,1262,HexNAc
1204,G3I437,1275,HexNAc
1205,G3I437,1277,HexNAc
1206,G3I437,1285,HexNAc
1207,G3I437,1292,HexNAc
1208,G3I437,1293,HexNAc
1209,G3I437,1297,HexNAc
1210,G3I437,1298,HexNAc
1211,G3I437,1303,HexNAc
1212,G3I437,1304,HexNAc
1213,G3I437,1308,HexNAc
1214,G3I437,164,HexNAc
1215,G3I437,25,HexNAc
1216,G3I437,756,HexNAc
1217,G3I439,187,HexNAc
1218,G3I439,190,HexNAc
1219,G3I4D4,124,HexNAc
1220,G3I4D4,234,HexNAc
1221,G3I4J7,209,HexNAc
1222,G3I4J7,210,HexNAc
1223,G3I4J7,218,HexNAc
1224,G3I4J8,20,HexNAc
1225,G3I4L7,223,HexNAc
1226,G3I4L7,392,HexNAc
1227,G3I4Q4,215,HexNAc
1228,G3I4Q4,240,HexNAc
1229,G3I4W7,63,HexNAc
1230,G3I5B5,133,HexNAc
1231,G3I5B5,312,HexNAc
1232,G3I5B5,121,HexNAc
1233,G3I5B5,125,HexNAc
1234,G3I5B5,126,HexNAc
1235,G3I5B5,134,HexNAc
1236,G3I5B5,298,HexNAc
1237,G3I5B5,299,HexNAc
1238,G3I5B5,304,HexNAc
1239,G3I5B5,307,HexNAc
1240,G3I5B5,310,HexNAc
1241,G3I5B5,316,HexNAc
1242,G3I5N6,169,HexNAc
1243,G3I5N6,157,HexNAc
1244,G3I5N6,92,HexNAc
1245,G3I5R4,31,HexNAc
1246,G3I5R4,33,HexNAc
1247,G3I5R4,35,HexNAc
1248,G3I5R5,122,HexNAc
1249,G3I5V9,230,HexNAc
1250,G3I5V9,231,HexNAc
1251,G3I664,325,HexNAc
1252,G3I664,336,HexNAc
1253,G3I664,127,HexNAc
1254,G3I664,30,HexNAc
1255,G3I664,368,HexNAc
1256,G3I6A0,148,HexNAc
1257,G3I6A0,188,HexNAc
1258,G3I6A0,140,HexNAc
1259,G3I6A0,320,HexNAc
1260,G3I6A1,34,HexNAc
1261,G3I6C1,582,HexNAc
1262,G3I6J6,31,HexNAc
1263,G3I6L9,274,HexNAc
1264,G3I6L9,285,HexNAc
1265,G3I6M2,57,HexNAc
1266,G3I6V2,583,HexNAc
1267,G3I6W3,221,HexNAc
1268,G3I6W7,203,HexNAc
1269,G3I6Y6,576,HexNAc
1270,G3I6Y6,579,HexNAc
1271,G3I6Y6,587,HexNAc
1272,G3I6Y6,601,HexNAc
1273,G3I6Y6,614,HexNAc
1274,G3I6Y6,627,HexNAc
1275,G3I6Y6,598,HexNAc
1276,G3I6Z5,1621,HexNAc
1277,G3I740,466,HexNAc
1278,G3I757,46,HexNAc
1279,G3I757,48,HexNAc
1280,G3I7B3,11,HexNAc
1281,G3I7B3,12,HexNAc
1282,G3I7H3,539,HexNAc
1283,G3I7M1,296,HexNAc
1284,G3I7U8,28,HexNAc
1285,G3I7V6,470,HexNAc
1286,G3I7W1,378,HexNAc
1287,G3I7X7,530,HexNAc
1288,G3I880,130,HexNAc
1289,G3I8B5,36,HexNAc
1290,G3I8B5,44,HexNAc
1291,G3I8R9,124,HexNAc
1292,G3I8R9,137,HexNAc
1293,G3I8R9,166,HexNAc
1294,G3I8R9,171,HexNAc
1295,G3I8R9,184,HexNAc
1296,G3I8R9,189,HexNAc
1297,G3I8R9,203,HexNAc
1298,G3I8R9,365,HexNAc
1299,G3I8R9,366,HexNAc
1300,G3I8R9,452,HexNAc
1301,G3I8R9,453,HexNAc
1302,G3I8R9,455,HexNAc
1303,G3I8R9,460,HexNAc
1304,G3I8R9,64,HexNAc
1305,G3I8R9,69,HexNAc
1306,G3I8R9,637,HexNAc
1307,G3I8R9,643,HexNAc
1308,G3I8Z6,185,HexNAc
1309,G3I8Z6,193,HexNAc
1310,G3I8Z6,195,HexNAc
1311,G3I8Z6,197,HexNAc
1312,G3I8Z6,181,HexNAc
1313,G3I8Z6,182,HexNAc
1314,G3I8Z6,188,HexNAc
1315,G3I8Z6,190,HexNAc
1316,G3I904,103,HexNAc
1317,G3I904,176,HexNAc
1318,G3I936,44,HexNAc
1319,G3I9B1,36,HexNAc
1320,G3I9B1,43,HexNAc
1321,G3I9B1,93,HexNAc
1322,G3I9B1,44,HexNAc
1323,G3I9B1,94,HexNAc
1324,G3I9B1,97,HexNAc
1325,G3I9F2,438,HexNAc
1326,G3I9F2,432,HexNAc
1327,G3I9K2,12,HexNAc
1328,G3I9K2,5,HexNAc
1329,G3I9L7,121,HexNAc
1330,G3I9L7,123,HexNAc
1331,G3I9L7,132,HexNAc
1332,G3I9P1,80,HexNAc
1333,G3I9P1,86,HexNAc
1334,G3I9P1,37,HexNAc
1335,G3I9Y4,568,HexNAc
1336,G3I9Y4,589,HexNAc
1337,G3IA45,274,HexNAc
1338,G3IA87,24,HexNAc
1339,G3IAD2,103,HexNAc
1340,G3IAI6,248,HexNAc
1341,G3IAI6,254,HexNAc
1342,G3IAI6,249,HexNAc
1343,G3IAP3,192,HexNAc
1344,G3IAW1,201,HexNAc
1345,G3IAW1,207,HexNAc
1346,G3IAW1,208,HexNAc
1347,G3IAW1,238,HexNAc
1348,G3IAW1,149,HexNAc
1349,G3IAW1,150,HexNAc
1350,G3IAW1,257,HexNAc
1351,G3IAW1,258,HexNAc
1352,G3IB55,130,HexNAc
1353,G3IB78,43,HexNAc
1354,G3IBB9,131,HexNAc
1355,G3IBB9,134,HexNAc
1356,G3IBF1,64,HexNAc
1357,G3IBF4,139,HexNAc
1358,G3IBF4,135,HexNAc
1359,G3IBF4,91,HexNAc
1360,G3IBF4,92,HexNAc
1361,G3IBF4,97,HexNAc
1362,G3IBF4,98,HexNAc
1363,G3IBK8,199,HexNAc
1364,G3IBM7,116,HexNAc
1365,G3IBW4,8,HexNAc
1366,G3IC16,298,HexNAc
1367,G3IC16,300,HexNAc
1368,G3IC80,645,HexNAc
1369,G3ICV1,919,HexNAc
1370,G3ID49,129,HexNAc
1371,G3ID62,46,HexNAc
1372,G3ID62,48,HexNAc
1373,G3IDB4,68,HexNAc
1374,G3IDD4,179,HexNAc
1375,G3IDD4,180,HexNAc
1376,G3IDD4,326,HexNAc
1377,G3IDD4,40,HexNAc
1378,G3IDD4,41,HexNAc
1379,G3IDD4,87,HexNAc
1380,G3IDN7,61,HexNAc
1381,G3IDP5,481,HexNAc
1382,G3IDT6,120,HexNAc
1383,G3IDT6,235,HexNAc
1384,G3IDT6,599,HexNAc
1385,G3IDU1,206,HexNAc
1386,G3IDU4,286,HexNAc
1387,G3IDU4,199,HexNAc
1388,G3IDU4,287,HexNAc
1389,G3IDU4,49,HexNAc
1390,G3IDU4,50,HexNAc
1391,G3IDU4,53,HexNAc
1392,G3IDU7,643,HexNAc
1393,G3IDU7,647,HexNAc
1394,G3IDW3,169,HexNAc
1395,G3IE06,783,HexNAc
1396,G3IE06,787,HexNAc
1397,G3IE06,790,HexNAc
1398,G3IEB8,746,HexNAc
1399,G3IEB8,755,HexNAc
1400,G3IEX0,410,HexNAc
1401,G3IEX0,622,HexNAc
1402,G3IEX0,400,HexNAc
1403,G3IEX0,409,HexNAc
1404,G3IEX0,560,HexNAc
1405,G3IEX0,73,HexNAc
1406,G3IF52,408,HexNAc
1407,G3IF52,42,HexNAc
1408,G3IF52,96,HexNAc
1409,G3IF52,172,HexNAc
1410,G3IF52,194,HexNAc
1411,G3IF52,32,HexNAc
1412,G3IF52,37,HexNAc
1413,G3IFB0,416,HexNAc
1414,G3IFK8,174,HexNAc
1415,G3IFV3,215,HexNAc
1416,G3IG05,18,HexNAc
1417,G3IG05,22,HexNAc
1418,G3IG05,26,HexNAc
1419,G3IG05,19,HexNAc
1420,G3IG18,107,HexNAc
1421,G3IG18,45,HexNAc
1422,G3IG26,6,HexNAc
1423,G3IG78,132,HexNAc
1424,G3IG78,133,HexNAc
1425,G3IG78,136,HexNAc
1426,G3IGI9,387,HexNAc
1427,G3IGI9,588,HexNAc
1428,G3IGS8,436,HexNAc
1429,G3IGS8,432,HexNAc
1430,G3IGT5,114,HexNAc
1431,G3IH20,56,HexNAc
1432,G3IH84,471,HexNAc
1433,G3IHE4,422,HexNAc
1434,G3IHM2,27,HexNAc
1435,G3IHM2,3,HexNAc
1436,G3IHM6,157,HexNAc
1437,G3IHQ8,144,HexNAc
1438,G3IHR6,237,HexNAc
1439,G3IHR6,256,HexNAc
1440,G3IHR6,324,HexNAc
1441,G3IHR6,325,HexNAc
1442,G3IHR6,343,HexNAc
1443,G3IHR6,345,HexNAc
1444,G3IHR6,346,HexNAc
1445,G3IHR6,351,HexNAc
1446,G3IHR6,374,HexNAc
1447,G3IHR6,387,HexNAc
1448,G3IHR6,388,HexNAc
1449,G3IHR6,399,HexNAc
1450,G3IHR6,403,HexNAc
1451,G3IHR6,420,HexNAc
1452,G3IHR6,425,HexNAc
1453,G3IHR6,427,HexNAc
1454,G3IHR6,448,HexNAc
1455,G3IHR6,470,HexNAc
1456,G3IHR6,229,HexNAc
1457,G3IHR6,243,HexNAc
1458,G3IHR6,336,HexNAc
1459,G3IHR6,373,HexNAc
1460,G3IHR6,380,HexNAc
1461,G3IHR6,384,HexNAc
1462,G3IHR6,389,HexNAc
1463,G3IHR6,404,HexNAc
1464,G3IHR6,415,HexNAc
1465,G3IHT7,348,HexNAc
1466,G3II91,662,HexNAc
1467,G3II91,653,HexNAc
1468,G3IIB1,544,HexNAc
1469,G3IIR8,8,HexNAc
1470,G3IIY3,195,HexNAc
1471,G3IJ21,310,HexNAc
1472,G3IJC1,119,HexNAc
1473,G3IJC1,136,HexNAc
1474,G3IJK9,93,HexNAc
1475,G3IJP5,925,HexNAc
1476,G3IJQ4,178,HexNAc
1477,G3IJQ4,175,HexNAc
1478,G3IJU1,200,HexNAc
1479,G3IK05,59,HexNAc
1480,G3IK05,69,HexNAc
1481,G3IK06,39,HexNAc
1482,G3IK06,11,HexNAc
1483,G3IK06,20,HexNAc
1484,G3IK06,29,HexNAc
1485,G3IK06,30,HexNAc
1486,G3IK06,33,HexNAc
1487,G3IK09,276,HexNAc
1488,G3IKH4,388,HexNAc
1489,G3IKH4,638,HexNAc
1490,G3IKH4,8,HexNAc
1491,G3IKH4,887,HexNAc
1492,G3IKH4,897,HexNAc
1493,G3IKP7,80,HexNAc
1494,G3IKP7,82,HexNAc
1495,G3IKU3,41,HexNAc
1496,G3IKZ1,173,HexNAc
1497,G3ILK7,689,HexNAc
1498,G3ILK7,700,HexNAc
1499,G3ILK7,16,HexNAc
1500,G3ILK7,666,HexNAc
1501,G3ILN5,116,HexNAc
1502,G3ILN5,118,HexNAc
1503,G3ILN5,22,HexNAc
1504,G3ILN5,40,HexNAc
1505,G3ILN5,123,HexNAc
1506,G3ILN5,188,HexNAc
1507,G3ILT7,76,HexNAc
1508,G3ILT7,77,HexNAc
1509,G3ILT7,34,HexNAc
1510,G3ILX1,184,HexNAc
1511,G3ILX1,197,HexNAc
1512,G3ILX1,201,HexNAc
1513,G3ILX1,203,HexNAc
1514,G3ILX1,39,HexNAc
1515,G3IMZ0,168,HexNAc
1516,G3IN87,207,HexNAc
1517,G3IN87,138,HexNAc
1518,G3INC5,326,HexNAc
1519,G3INL9,183,HexNAc
1520,G3INL9,30,HexNAc
1521,G3INL9,306,HexNAc
1522,G3INL9,39,HexNAc
1523,G3INL9,174,HexNAc
1524,G3INL9,185,HexNAc
1525,G3INL9,186,HexNAc
1526,G3INL9,227,HexNAc
1527,G3INL9,31,HexNAc
1528,G3INL9,35,HexNAc
1529,G3INM4,154,HexNAc
1530,G3INM4,37,HexNAc
1531,G3INM4,85,HexNAc
1532,G3INN8,438,HexNAc
1533,G3INN8,439,HexNAc
1534,G3IP39,22,HexNAc
1535,G5CWN2,876,HexNAc
1536,O00178,119,NeuAcHexHexNAc
1537,O00178,122,NeuAcHexHexNAc
1538,O00391,276,HexNAc
1539,O00391,277,HexNAc
1540,O00391,281,HexNAc
1541,O00391,282,HexNAc
1542,O00391,643,HexNAc
1543,O00391,647,HexNAc
1544,O00391,655,HexNAc
1545,O00461,396,HexNAc
1546,O00468,1274,HexNAc
1547,O00468,1275,HexNAc
1548,O00468,1277,HexNAc
1549,O00468,1281,HexNAc
1550,O00468,1282,HexNAc
1551,O00468,1285,HexNAc
1552,O00468,1292,HexNAc
1553,O00468,1294,HexNAc
1554,O00468,1295,HexNAc
1555,O00468,1316,HexNAc
1556,O00468,754,HexNAc
1557,O00592,203,HexNAc
1558,O00592,387,HexNAc
1559,O15072,1146,HexNAc
1560,O15072,1149,HexNAc
1561,O15072,1150,HexNAc
1562,O15072,1153,HexNAc
1563,O15232,53,HexNAc
1564,O15232,65,HexNAc
1565,O35463,16,HexNAc
1566,O35463,12,HexNAc
1567,O35463,8,HexNAc
1568,O35501,224,HexNAc
1569,O43291,108,HexNAc
1570,O43291,109,HexNAc
1571,O43291,112,HexNAc
1572,O43405,139,HexNAc
1573,O43405,140,HexNAc
1574,O43405,145,HexNAc
1575,O60353,150,HexNAc
1576,O60462,595,HexNAc
1577,O60462,600,HexNAc
1578,O60462,603,HexNAc
1579,O60462,607,HexNAc
1580,O60502,405,HexNAc
1581,O60507,286,HexNAc
1582,O60507,287,HexNAc
1583,O75096,1688,HexNAc
1584,O75096,1689,HexNAc
1585,O95467,153,HexNAc
1586,O95467,154,HexNAc
1587,O95467,158,HexNAc
1588,O95467,160,HexNAc
1589,O95972,277,NeuAc2HexHexNAc
1590,O95998,46,HexNAc
1591,O95998,47,HexNAc
1592,O95998,53,HexNAc
1593,P00747,365,NeuAc2HexHexNAc;NeuAcHexHexNAc
1594,P00748,328,HexNAcHex
1595,P00748,329,HexNAcHex
1596,P00748,337,HexNAcHex
1597,P00751,26,HexNAcHex
1598,P01011,389,HexNAc
1599,P01042,129,HexNAcHex
1600,P01042,137,HexNAcHex
1601,P01042,151,HexNAcHex
1602,P01042,150,NeuAcHexHexNAc
1603,P01042,273,HexNAcHex
1604,P01042,571,NeuAc2HexHexNAc
1605,P01042,577,NeuAcHexHexNAc
1606,P01042,604,NeuAc2HexHexNAc
1607,P01042,628,HexNAcHex
1608,P01044,136,NeuAcHexHexNAc
1609,P01044,581,NeuAcHexHexNAc
1610,P01130,721,HexNAc
1611,P01130,725,HexNAc
1612,P01130,726,HexNAc
1613,P01130,732,HexNAc
1614,P01130,733,HexNAc
1615,P01130,734,HexNAc
1616,P01344,96,HexHexNAc
1617,P01344,99,HexHexNAc;HexHexNAc2
1618,P01591,97,NeuAcHexHexNAc
1619,P02649,307,HexNAcHex
1620,P02649,308,HexNAc
1621,P02649,314,HexNAc
1622,P02655,23,HexNAcHex
1623,P02656,94,HexNAcHex
1624,P02656,95,HexNAcHex
1625,P02668,142,NeuAcHexNAc
1626,P02668,152,HexHexNAcNeuAc
1627,P02668,154,HexHexNAcNeuAc
1628,P02668,163,NeuAcHexNAc;NeuAcHex[NeuAc]HexNAc
1629,P02668,186,NeuAcHexNAc;NeuAcHex[NeuAc]HexNAc;NeuAcHexHexNAc
